sid,search,"splunk_server","_time","is_realtime",provenance,"api_et","api_index_et","api_index_lt","api_lt","event_count","exec_time","result_count","savedsearch_name","scan_count","search_et","search_lt",status,"total_run_time","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_api_et","__mv_api_index_et","__mv_api_index_lt","__mv_api_lt","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_savedsearch_name","__mv_scan_count","__mv_search_et","__mv_search_lt","__mv_status","__mv_total_run_time"
"admin__admin_bmV0d29ya19iZWhhdmlvcl9hbmFseXRpY3M__search2_1677941333.237","search `nbalogsindexip` tag=""network"" tag=""communicate""
                    | eval Destination=if(isnull(dest), dest_ip, dest)
                    | stats sparkline AS Activity, sum(bytes_in) AS bin, sum(bytes_out) AS bout by Destination
                    | eval bytes = bin + bout
                    | sort -bytes
                    | eval ""Bytes in"" = `human_bytes(bin)`
                    | eval ""Bytes out"" = `human_bytes(bout)`
                    | eval ""Total"" = `human_bytes(bytes)`
                    | fields ""Destination"", ""Activity"", ""Bytes in"", ""Bytes out"", ""Total""","rhel.hwf.sc4s","1677941333.530589",0,"UI:Dashboard:performance_ip","1677926880.000000000",0,0,"1677941333.000000000",0,1677941334,0,search2,0,"1677926880.000000000","1677941333.000000000",completed,"0.5670000000000001",,,,,,,,,,,,,,,,,,,
"admin__admin_bmV0d29ya19iZWhhdmlvcl9hbmFseXRpY3M__search3_1677941333.238","search `nbalogsindexip` tag=""network"" tag=""communicate""
                    | timechart sum(bytes_in) AS ""Bytes in"", sum(bytes_out) AS ""Bytes out""","rhel.hwf.sc4s","1677941333.532609",0,"UI:Dashboard:performance_ip","1677926880.000000000",0,0,"1677941333.000000000",0,1677941333,0,search3,0,"1677926880.000000000","1677941333.000000000",completed,"1.169",,,,,,,,,,,,,,,,,,,
"admin__admin_bmV0d29ya19iZWhhdmlvcl9hbmFseXRpY3M__search4_1677941333.239","search `nbalogsindexip` tag=""network"" tag=""communicate""
                    | stats sum(bytes_in) AS ""Bytes in"", sum(bytes_out) AS ""Bytes out""
                    | transpose","rhel.hwf.sc4s","1677941333.541701",0,"UI:Dashboard:performance_ip","1677926880.000000000",0,0,"1677941333.000000000",0,1677941334,0,search4,0,"1677926880.000000000","1677941333.000000000",completed,"1.082",,,,,,,,,,,,,,,,,,,
"admin__admin_bmV0d29ya19iZWhhdmlvcl9hbmFseXRpY3M__search5_1677941333.240","search `nbalogsindexip` tag=""network"" tag=""communicate""
                    | stats sparkline AS Activity, count AS ""Total count"", sum(bytes_in) AS bin, sum(bytes_out) AS bout by host
                    | eval bytes = bin + bout
                    | sort -bytes
                    | eval ""Bytes in"" = `human_bytes(bin)`
                    | eval ""Bytes out"" = `human_bytes(bout)`
                    | eval ""Total"" = `human_bytes(bytes)`
                    | rename host AS ""Host""
                    | fields ""Host"", ""Activity"", ""Bytes in"", ""Bytes out"", ""Total"", ""Total count""","rhel.hwf.sc4s","1677941333.554503",0,"UI:Dashboard:performance_ip","1677926880.000000000",0,0,"1677941333.000000000",0,1677941334,0,search5,0,"1677926880.000000000","1677941333.000000000",completed,"0.906",,,,,,,,,,,,,,,,,,,
"admin__admin_bmV0d29ya19iZWhhdmlvcl9hbmFseXRpY3M__search1_1677941349.241","search `nbalogsindexip` tag=""network"" tag=""communicate""
                    | eval Source=if(isnull(src), src_ip, src)
                    | stats sparkline AS Activity, sum(bytes_in) AS bin, sum(bytes_out) AS bout by Source
                    | eval bytes = bin + bout
                    | sort -bytes
                    | eval ""Bytes in"" = `human_bytes(bin)`
                    | eval ""Bytes out"" = `human_bytes(bout)`
                    | eval ""Total"" = `human_bytes(bytes)`
                    | fields ""Source"", ""Activity"", ""Bytes in"", ""Bytes out"", ""Total""","rhel.hwf.sc4s","1677941349.754045",0,"UI:Dashboard:performance_ip","1677926940.000000000",0,0,"1677941349.000000000",0,1677941349,0,search1,0,"1677926940.000000000","1677941349.000000000",completed,"1.056",,,,,,,,,,,,,,,,,,,
"admin__admin_bmV0d29ya19iZWhhdmlvcl9hbmFseXRpY3M__search2_1677941349.242","search `nbalogsindexip` tag=""network"" tag=""communicate""
                    | eval Destination=if(isnull(dest), dest_ip, dest)
                    | stats sparkline AS Activity, sum(bytes_in) AS bin, sum(bytes_out) AS bout by Destination
                    | eval bytes = bin + bout
                    | sort -bytes
                    | eval ""Bytes in"" = `human_bytes(bin)`
                    | eval ""Bytes out"" = `human_bytes(bout)`
                    | eval ""Total"" = `human_bytes(bytes)`
                    | fields ""Destination"", ""Activity"", ""Bytes in"", ""Bytes out"", ""Total""","rhel.hwf.sc4s","1677941349.755400",0,"UI:Dashboard:performance_ip","1677926940.000000000",0,0,"1677941349.000000000",0,1677941350,0,search2,0,"1677926940.000000000","1677941349.000000000",completed,"0.491",,,,,,,,,,,,,,,,,,,
"admin__admin_bmV0d29ya19iZWhhdmlvcl9hbmFseXRpY3M__search3_1677941349.243","search `nbalogsindexip` tag=""network"" tag=""communicate""
                    | timechart sum(bytes_in) AS ""Bytes in"", sum(bytes_out) AS ""Bytes out""","rhel.hwf.sc4s","1677941349.757960",0,"UI:Dashboard:performance_ip","1677926940.000000000",0,0,"1677941349.000000000",0,1677941350,0,search3,0,"1677926940.000000000","1677941349.000000000",completed,"0.888",,,,,,,,,,,,,,,,,,,
"admin__admin_bmV0d29ya19iZWhhdmlvcl9hbmFseXRpY3M__search5_1677941349.244","search `nbalogsindexip` tag=""network"" tag=""communicate""
                    | stats sparkline AS Activity, count AS ""Total count"", sum(bytes_in) AS bin, sum(bytes_out) AS bout by host
                    | eval bytes = bin + bout
                    | sort -bytes
                    | eval ""Bytes in"" = `human_bytes(bin)`
                    | eval ""Bytes out"" = `human_bytes(bout)`
                    | eval ""Total"" = `human_bytes(bytes)`
                    | rename host AS ""Host""
                    | fields ""Host"", ""Activity"", ""Bytes in"", ""Bytes out"", ""Total"", ""Total count""","rhel.hwf.sc4s","1677941349.760525",0,"UI:Dashboard:performance_ip","1677926940.000000000",0,0,"1677941349.000000000",0,1677941350,0,search5,0,"1677926940.000000000","1677941349.000000000",completed,"0.812",,,,,,,,,,,,,,,,,,,
"admin__admin_bmV0d29ya19iZWhhdmlvcl9hbmFseXRpY3M__search4_1677941349.245","search `nbalogsindexip` tag=""network"" tag=""communicate""
                    | stats sum(bytes_in) AS ""Bytes in"", sum(bytes_out) AS ""Bytes out""
                    | transpose","rhel.hwf.sc4s","1677941349.762319",0,"UI:Dashboard:performance_ip","1677926940.000000000",0,0,"1677941349.000000000",0,1677941350,0,search4,0,"1677926940.000000000","1677941349.000000000",completed,"0.88",,,,,,,,,,,,,,,,,,,
"admin__admin_bmV0d29ya19iZWhhdmlvcl9hbmFseXRpY3M__search1_1677941405.246","search `nbaeventsindex` type=stats_endpoints
                        | eval _time=`utc_time(_time)`
                        | timechart span=1d max(unique_endpoints) as ""Unique Endpoints"",
                        | fields _time, ""Unique Endpoints""","rhel.hwf.sc4s","1677941405.464822",0,"UI:Dashboard:licensing","1675314000.000000000",0,0,"1677906000.000000000",3,1677941405,31,search1,3,"1675314000.000000000","1677906000.000000000",completed,"0.355",,,,,,,,,,,,,,,,,,,
"admin__admin_bmV0d29ya19iZWhhdmlvcl9hbmFseXRpY3M__search2_1677941405.247","search `nbaeventsindex` type=stats_queries
                        | timechart span=1d
                          sum(eval(if(section=""dns"", received, 0))) as DNS,
                          sum(eval(if(section=""ip"", received, 0))) as IP,
                          sum(eval(if(section=""http"", received, 0))) as HTTP,
                          sum(eval(if(section=""tls"", received, 0))) as TLS,
                        | fields _time, DNS, IP, HTTP, TLS","rhel.hwf.sc4s","1677941405.468790",0,"UI:Dashboard:licensing","1675314000.000000000",0,0,"1677906000.000000000",0,1677941405,0,search2,3,"1675314000.000000000","1677906000.000000000",completed,"0.327",,,,,,,,,,,,,,,,,,,
